https://tiki.vn/giay-boots-nu/c981
qprfxhbspl_1639237171082,https://tiki.vn/giay-boot-nu-khoa-ngang-chat-da-hottrend-p74924204.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112100600_MD_PID.74924210&itm_medium=CPC&itm_source=tiki-reco&spid=74924210
nrwqmjhtjq_1639237171082,https://tiki.vn/giay-bot-nu-boot-da-min-got-vuong-5phan-hapas-bot528-p82847803.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112100600_MD_PID.82847821&itm_medium=CPC&itm_source=tiki-reco&spid=82847821
odatybpbxj_1639237171082,https://tiki.vn/giay-bot-nu-cao-got-cong-so-got-vuong-keo-khoa-laceva-bs04-p76286848.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112100600_MD_PID.76286862&itm_medium=CPC&itm_source=tiki-reco&spid=76286862
cfbelsevhv_1639237171082,https://tiki.vn/giay-boot-da-lon-got-vuong-keo-khoa-hapas-9bot601-p82874184.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112100600_MD_PID.82874190&itm_medium=CPC&itm_source=tiki-reco&spid=82874190
gygoqlvvim_1639237171082,https://tiki.vn/giay-boot-nu-phong-cach-han-quoc-b071-p7000147.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112100600_MD_PID.7000155&itm_medium=CPC&itm_source=tiki-reco&spid=7000155
agrjxudcwf_1639237171082,https://tiki.vn/giay-boot-nu-thoi-trang-mau-den-chat-da-khong-bong-troc-s379-p72106902.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112100600_MD_PID.72106906&itm_medium=CPC&itm_source=tiki-reco&spid=72106906
uaevxdwphi_1639237171082,https://tiki.vn/bot-nu-cao-co-day-buoc-chat-da-bong-va-li-khoa-co-vuong-02-p99692321.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112100600_MD_PID.134580231&itm_medium=CPC&itm_source=tiki-reco&spid=134580231
grwoxysloe_1639237171082,https://tiki.vn/giay-boots-nu-gn323-p21681640.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112100600_MD_PID.38137707&itm_medium=CPC&itm_source=tiki-reco&spid=38137707
avjnxvgand_1639237171082,https://tiki.vn/boot-nu-cot-day-khoa-canh-2p-hapas-bot225-p136753228.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112100600_MD_PID.136753257&itm_medium=CPC&itm_source=tiki-reco&spid=136753257
ruyvtyrxml_1639237171082,https://tiki.vn/boots-nu-co-thap-de-5cm-phong-cach-han-quoc-mau-moi-sieu-dep-sieu-hot-bt1-p44785191.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112100600_MD_PID.44785197&itm_medium=CPC&itm_source=tiki-reco&spid=44785197
jpkkcqtxnc_1639237171082,https://tiki.vn/giay-bot-nu-got-vuong-da-li-dang-classic-thuong-hieu-laceva-bs06-p77052043.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112100600_MD_PID.77052055&itm_medium=CPC&itm_source=tiki-reco&spid=77052055
