https://tiki.vn/cong-nghe-thong-tin/c876
mqgytoemty_1639236870748,https://tiki.vn/code-dao-ki-su-lap-trinh-vien-dau-phai-chi-biet-code-tai-ban-p76013349.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112100600_MD_PID.76013350&itm_medium=CPC&itm_source=tiki-reco&spid=76013350
syikvngygb_1639236870748,https://tiki.vn/combo-giao-trinh-ky-thuat-lap-trinh-c-can-ban-va-nang-cao-giao-trinh-c-va-lap-trinh-huong-doi-tuong-2-quyen-p37667006.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112100600_MD_PID.37667007&itm_medium=CPC&itm_source=tiki-reco&spid=37667007
rkolgdkitv_1639236870748,https://tiki.vn/python-co-ban-p58390336.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112100600_MD_PID.58390337&itm_medium=CPC&itm_source=tiki-reco&spid=58390337
wifviorpft_1639236870748,https://tiki.vn/giao-trinh-ky-thuat-lap-trinh-c-can-ban-va-nang-cao-p1664525.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112100600_MD_PID.1664633&itm_medium=CPC&itm_source=tiki-reco&spid=1664633
frfrrxvipx_1639236870748,https://tiki.vn/loi-giai-bai-tap-python-co-ban-p77281352.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112100600_MD_PID.77281353&itm_medium=CPC&itm_source=tiki-reco&spid=77281353
kaatyniwuf_1639236870748,https://tiki.vn/bai-tap-lap-trinh-co-ban-voi-ngon-ngu-python-p82862466.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112100600_MD_PID.95468383&itm_medium=CPC&itm_source=tiki-reco&spid=95468383
srcbypypxd_1639236870748,https://tiki.vn/giao-trinh-tu-hoc-autocad-2019-thuc-hanh-bang-hinh-minh-hoa-kem-cd-bai-tap-tai-ban-nam-2020-p55573620.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112100600_MD_PID.55573621&itm_medium=CPC&itm_source=tiki-reco&spid=55573621
jcgravlaje_1639236870748,https://tiki.vn/sach-thanh-thao-cac-ham-excel-pho-bien-nhat-p134285620.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112100600_MD_PID.134285621&itm_medium=CPC&itm_source=tiki-reco&spid=134285621
keryvcrlsx_1639236870748,https://tiki.vn/lap-trinh-huong-doi-tuong-java-core-danh-cho-nguoi-moi-bat-dau-hoc-lap-trinh-p24889348.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112100600_MD_PID.24889349&itm_medium=CPC&itm_source=tiki-reco&spid=24889349
kaatusxnmv_1639236870748,https://tiki.vn/thuc-hanh-microsoft-word-excel-powerpoint-2016-bang-cac-tuyet-chieu-sach-kem-theo-cd-bai-tap-tai-ban-nam-2020-p55582071.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112100600_MD_PID.55582072&itm_medium=CPC&itm_source=tiki-reco&spid=55582072
hchsfjwvok_1639236870748,https://tiki.vn/thuc-hanh-cac-cong-thuc-va-ham-excel-2016-bang-hinh-minh-hoa-sach-kem-theo-cd-bai-tap-p36300315.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112100600_MD_PID.36300316&itm_medium=CPC&itm_source=tiki-reco&spid=36300316
uhxtupcdri_1639236870748,https://tiki.vn/sketchnote-phuong-phap-ghi-chu-sang-tao-bang-hinh-anh-p59469146.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112100600_MD_PID.59469147&itm_medium=CPC&itm_source=tiki-reco&spid=59469147
nsggoeaayp_1639236870748,https://tiki.vn/giao-trinh-excel-nang-cao-vba-va-excel-danh-cho-nguoi-tu-hoc-dung-cac-phien-ban-2021-2019-2016-p105231292.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112100600_MD_PID.108276651&itm_medium=CPC&itm_source=tiki-reco&spid=108276651
myrisfohdy_1639236870748,https://tiki.vn/excel-nang-cao-va-cac-ung-dung-trong-xay-dung-p67349493.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112100600_MD_PID.67349494&itm_medium=CPC&itm_source=tiki-reco&spid=67349494
iniftwfqgk_1639236870748,https://tiki.vn/giao-trinh-thuc-hanh-microsoft-excel-2019-can-ban-nang-cao-sach-kem-theo-cd-bai-tap-p50317469.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112100600_MD_PID.50317470&itm_medium=CPC&itm_source=tiki-reco&spid=50317470
